name,make,model,body,position,wing,tail,engine,engine_count,wing_span,length,height,manufactured_as
LOCKHEED MARTIN L-645 Raptor,LOCKHEED MARTIN,L-645 Raptor,Narrow,,Fixed Wing,,Jet,Multi,13.56 m,18.90 m,5.08 m,"['LOCKHEED MARTIN L-645 Raptor', 'LOCKHEED MARTIN Raptor', 'LOCKHEED MARTIN F-22 Raptor']"
MBB Bo 105,MBB,Bo 105,,,Rotary,,Turboshaft,Multi,9.84 m,11.86 m,3.00 m,"['NURTANIO NBO-105', 'NUSANTARA NBO-105', 'PADC BO-105', 'MESSERSCHMITT-BOLKOW BO-105', 'MBB Hkp9', 'MBB BO-105 Twin Jet', 'MBB Twin Jet', 'MBB BO-105', 'KOREA AEROSPACE BO-105', 'EUROCOPTER Super Five', 'EUROCOPTER BO-105', 'EUROCOPTER BO-105 Super Five', 'DIRGANTARA NBO-105', 'CASA BO-105', 'CASA HR-15', 'BOLKOW BO-105']"
MBB BK 117,MBB,BK 117,,,Rotary,,Turboshaft,Multi,11.00 m,9.91 m,3.85 m,"['NUSANTARA NBK-117', 'MBB-KAWASAKI BK-117', 'HYUNDAI BK-117', 'EUROCOPTER-KAWASAKI BK-117C-1', 'EUROCOPTER-KAWASAKI BK-117B', 'CASA BK-117']"
MCDONNELL DOUGLAS DC-10,MCDONNELL DOUGLAS,DC-10,Narrow,Low wing,Fixed Wing,"Regular tail, mid set",Jet,Multi,50.40 m,55.00 m,17.70 m,"['BOEING MD-10', 'MCDONNELL DOUGLAS MD-10', 'MCDONNELL DOUGLAS KDC-10', 'MCDONNELL DOUGLAS Extender', 'MCDONNELL DOUGLAS DC-10', 'MCDONNELL DOUGLAS KC-10 Extender']"
MCDONNELL DOUGLAS F-4 Phantom,MCDONNELL DOUGLAS,F-4 Phantom,Narrow,Low wing,Fixed Wing,Regular tail (Anhedral),Jet,Multi,11.70 m,17.80 m,5.10 m,"['MCDONNELL DOUGLAS F-4 Phantom 2', 'MITSUBISHI Phantom 2', 'MITSUBISHI F-4 Phantom 2', 'MITSUBISHI RF-4 Phantom 2', 'MCDONNELL CR-12 Phantom 2', 'MCDONNELL RF-4 Phantom 2', 'MCDONNELL C-12 Phantom 2', 'MCDONNELL F-4 Phantom 2', 'MCDONNELL Phantom 2', 'MCDONNELL DOUGLAS RF-4 Kurnass', 'MCDONNELL DOUGLAS Phantom 2', 'MCDONNELL DOUGLAS RF-4 Phantom 2', 'MCDONNELL DOUGLAS Kurnass', 'MCDONNELL DOUGLAS QF-4 Phantom 2', 'MCDONNELL DOUGLAS F-4 Kurnass', 'IAI Kurnass 2000', 'IAI Phantom 2000', 'IAI F-4 Kurnass 2000', 'IAI F-4 Phantom 2000']"
MCDONNELL DOUGLAS MD-11,MCDONNELL DOUGLAS,MD-11,Wide,Low wing,Fixed Wing,"Regular tail, mid set",Jet,Multi,51.70 m,61.20 m,17.60 m,"['MCDONNELL DOUGLAS MD-11', 'BOEING MD-11']"
MCDONNELL DOUGLAS MD-81,MCDONNELL DOUGLAS,MD-81,Narrow,Low wing,Fixed Wing,T-tail,Jet,Multi,32.78 m,45.06 m,9.02 m,"['MCDONNELL DOUGLAS MD-81', 'BOEING MD-81']"
MCDONNELL DOUGLAS MD-82,MCDONNELL DOUGLAS,MD-82,Narrow,Low wing,Fixed Wing,T-tail,Jet,Multi,32.78 m,45.06 m,9.02 m,"['SHANGHAI MD-82', 'MCDONNELL DOUGLAS MD-82', 'BOEING MD-82']"
MCDONNELL DOUGLAS MD-83,MCDONNELL DOUGLAS,MD-83,Narrow,Low wing,Fixed Wing,T-tail,Jet,Multi,32.78 m,45.06 m,9.05 m,"['SHANGHAI MD-83', 'MCDONNELL DOUGLAS MD-83', 'BOEING MD-83']"
MCDONNELL DOUGLAS MD-87,MCDONNELL DOUGLAS,MD-87,Narrow,Low wing,Fixed Wing,T-tail,Jet,Multi,32.87 m,39.75 m,9.25 m,"['MCDONNELL DOUGLAS MD-87', 'BOEING MD-87']"
MCDONNELL DOUGLAS MD-88,MCDONNELL DOUGLAS,MD-88,Narrow,Low wing,Fixed Wing,T-tail,Jet,Multi,32.78 m,45.06 m,9.02 m,"['MCDONNELL DOUGLAS MD-88', 'BOEING MD-88']"
MCDONNELL DOUGLAS MD-90,MCDONNELL DOUGLAS,MD-90,Narrow,Low wing,Fixed Wing,T-tail,Jet,Multi,32.90 m,46.50 m,9.30 m,"['SHANGHAI MD-90', 'MCDONNELL DOUGLAS MD-90', 'BOEING MD-90']"
MELEX Turbine Dromader,MELEX,Turbine Dromader,Narrow,Low wing,Fixed Wing,"Regular tail, mid set",Turboprop,Single,17.70 m,9.50 m,3.70 m,"['PZL-MIELEC Turbine Dromader', 'PZL-MIELEC M-18 Turbine Dromader', 'MELEX Turbine Dromader', 'MELEX T-45 Turbine Dromader']"
MIKOYAN MiG-21,MIKOYAN,MiG-21,Narrow,Mid wing,Fixed Wing,"Regular tail, low set",Jet,Single,7.20 m,13.90 m,4.10 m,"['MIKOYAN MiG-21', 'HINDUSTAN MiG-21', 'GUIZHOU JJ-7', 'GUIZHOU FT-7', 'ELBIT Lancer', 'ELBIT MiG-21 Lancer', 'CHENGDU J-7', 'CHENGDU F-7 Skybolt', 'CHENGDU F-7 Airguard', 'CHENGDU F-7', 'CHENGDU Airguard', 'CHENGDU Skybolt', 'AEROSTAR (2) MiG-21 Lancer', 'AEROSTAR (2) Lancer']"
MIKOYAN MiG-23 Bahadur,MIKOYAN,MiG-23 Bahadur,Narrow,High swing wing,Fixed Wing,"Regular tail, high set",Jet,Single,14.00 m,15.90 m,4.80 m,"['MIKOYAN Bahadur', 'MIKOYAN MiG-23', 'MIKOYAN MiG-27 Bahadur', 'MIKOYAN MiG-27', 'HINDUSTAN Bahadur', 'HINDUSTAN MiG-27 Bahadur']"
MIKOYAN MiG-29 Baaz,MIKOYAN,MiG-29 Baaz,Narrow,Low wing,Fixed Wing,"Double fin, low set",Jet,Multi,11.40 m,17.30 m,4.70 m,"['MAPO MiG-33', 'MAPO MiG-29', 'MIKOYAN MiG-33', 'MIKOYAN Baaz', 'MIKOYAN MiG-29 Baaz', 'MIKOYAN MiG-29']"
MIKOYAN MiG-31 Foxhound,MIKOYAN,MiG-31 Foxhound,Narrow,High wing,Fixed Wing,"Double fin, low set",Jet,Multi,13.50 m,22.70 m,6.20 m,"['MAPO MiG-31', 'MIKOYAN MiG-31']"
MIKOYAN MiG-25 Foxbat,MIKOYAN,MiG-25 Foxbat,Narrow,High swept wing,Fixed Wing,"Double fin, low set",Jet,Multi,14.01 m,19.75 m,6.10 m,['MIKOYAN MiG-25']
MIL Mi-26,MIL,Mi-26,,Eight-blade main rotor,Rotary,Five-blade tail rotor,Turboshaft,Multi,32.00 m,40.03 m,8.15 m,['MIL Mi-26']
MIL Mi-38,MIL,Mi-38,,Five-blade main rotor,Rotary,Four-blade tail rotor,Turboshaft,Multi,21.10 m,19.70 m,5.13 m,['MIL Mi-38']
MIL Mi-171,MIL,Mi-171,,Five-blade main rotor,Rotary,Three-blade tail rotor,Turboshaft,Multi,21.35 m,18.42 m,4.76 m,"['MIL Mi-171', 'MIL Mi-19', 'MIL Mi-8', 'MIL Mi-9', 'MIL Mi-172', 'MIL Mi-17']"
MITSUBISHI LR-1,MITSUBISHI,LR-1,Narrow,High wing,Fixed Wing,"Regular tail, mid set",Jet,Single,11.90 m,10.10 m,3.00 m,"['MITSUBISHI Marquise', 'MITSUBISHI LR-1', 'MITSUBISHI MU-2 Marquise', 'MITSUBISHI MU-2', 'MITSUBISHI MU-2 Solitaire', 'MITSUBISHI Solitaire']"
MUDRY CAP-20,MUDRY,CAP-20,Narrow,,Fixed Wing,,Piston,Single,8.70 m,7.20 m,2.30 m,"['MUDRY CAP-20', 'CAARP CAP-20']"
MUDRY CAP-230/231/232,MUDRY,CAP-230/231/232,Narrow,Low wing,Fixed Wing,"Regular tail, high set",Piston,Single,8.10 m,6.75 m,1.60 m,"['MUDRY CAP-230', 'MUDRY CAP-232', 'MUDRY CAP-231', 'CAP AVIATION CAP-232', 'AKROTECH EUROPE CAP-232']"
MYASISHCHEV M-101 Expedition,MYASISHCHEV,M-101 Expedition,Narrow,Low wing,Fixed Wing,"Regular tail, mid set",Turboprop,Single,13.00 m,9.98 m,3.72 m,"['MYASISHCHEV Gzhel', 'MYASISHCHEV M-101 Expedition', 'MYASISHCHEV Expedition', 'MYASISHCHEV M-101 Gzhel']"
MYASISHCHEV M-17 Stratosfera,MYASISHCHEV,M-17 Stratosfera,Narrow,High wing,Fixed Wing,Booms with twin fins,Jet,Single,40.70 m,24.00 m,4.80 m,"['MYASISHCHEV Stratosfera', 'MYASISHCHEV M-17 Stratosfera']"
MYASISHCHEV M-55 Geophysica,MYASISHCHEV,M-55 Geophysica,,High wing,,Booms with twin fins,Jet,Multi,37.50 m,22.90 m,4.70 m,"['MYASISHCHEV M-55 Geophysica', 'MYASISHCHEV Geophysica']"
NORTH AMERICAN T-6 Harvard,NORTH AMERICAN,T-6 Harvard,Narrow,Low wing,Fixed Wing,"Regular tail, mid set",Piston,Single,12.81 m,8.84 m,3.57 m,"['NORTH AMERICAN SNJ Texan', 'NORTH AMERICAN T-6 Texan', 'NORTH AMERICAN Texan', 'NORTH AMERICAN AT-6 Texan', 'NORTH AMERICAN BC-1', 'NORTH AMERICAN Harvard', 'NOORDUYN AT-16 Harvard', 'NOORDUYN Harvard', 'CCF T-6 Harvard', 'CCF Harvard']"
NORTH AMERICAN ROCKWELL Commander 500,NORTH AMERICAN ROCKWELL,Commander 500,Narrow,High wing,Fixed Wing,"Regular tail, low set",Piston,Multi,14.90 m,11.20 m,4.60 m,"['ROCKWELL Shrike Commander', 'ROCKWELL 500 Shrike Commander', 'NORTH AMERICAN ROCKWELL Shrike Commander', 'NORTH AMERICAN ROCKWELL Commander 500', 'NORTH AMERICAN ROCKWELL 500 Commander 500', 'NORTH AMERICAN ROCKWELL 500 Shrike Commander', 'AERO (1) Commander 500', 'AERO COMMANDER Commander 500', 'AERO COMMANDER 500 Commander 500']"
NORTH AMERICAN ROCKWELL Commander 680FL,NORTH AMERICAN ROCKWELL,Commander 680FL,Narrow,High wing,Fixed Wing,"Regular tail, low set",Piston,Multi,13.40 m,13.50 m,4.60 m,"['ROCKWELL Commander 685', 'ROCKWELL 685 Commander 685', 'NORTH AMERICAN ROCKWELL 680FL Grand Commander', 'NORTH AMERICAN ROCKWELL Commander 685', 'NORTH AMERICAN ROCKWELL Courser Commander', 'NORTH AMERICAN ROCKWELL Grand Commander', 'NORTH AMERICAN ROCKWELL 680FL Courser Commander', 'NORTH AMERICAN ROCKWELL 685 Commander 685', 'AERO COMMANDER Grand Commander', 'AERO COMMANDER 680FL Grand Commander']"
NORTH AMERICAN ROCKWELL Turbo Commander 680,NORTH AMERICAN ROCKWELL,Turbo Commander 680,Narrow,High wing,Fixed Wing,"Regular tail, low set",Turboprop,Multi,14.95 m,11.22 m,4.56 m,"['NORTH AMERICAN ROCKWELL Turbo 2 Commander', 'NORTH AMERICAN ROCKWELL Turbo Commander (680)', 'NORTH AMERICAN ROCKWELL 681 Hawk Commander', 'NORTH AMERICAN ROCKWELL 680W Turbo 2 Commander', 'NORTH AMERICAN ROCKWELL 680V Turbo Commander', 'NORTH AMERICAN ROCKWELL Hawk Commander', 'AERO COMMANDER 680V Turbo Commander', 'AERO COMMANDER 680T Turbo Commander', 'AERO COMMANDER Turbo Commander (680)']"
NORTH AMERICAN ROCKWELL Turbo Commander 690,NORTH AMERICAN ROCKWELL,Turbo Commander 690,Narrow,High wing,Fixed Wing,"Regular tail, low set",Turboprop,Multi,14.95 m,11.22 m,4.56 m,"['ROCKWELL Turbo Commander 690', 'ROCKWELL Jetprop Commander 840', 'ROCKWELL 690 Turbo Commander 690', 'ROCKWELL 690 Jetprop Commander 840', 'NORTH AMERICAN ROCKWELL 690 Turbo Commander 690', 'NORTH AMERICAN ROCKWELL Turbo Commander 690', 'GULFSTREAM AEROSPACE Jetprop Commander 900', 'GULFSTREAM AMERICAN Jetprop Commander 840', 'GULFSTREAM AMERICAN Jetprop Commander 900', 'GULFSTREAM AMERICAN 690 Jetprop Commander 900', 'GULFSTREAM AMERICAN 690 Jetprop Commander 840', 'GULFSTREAM AEROSPACE Jetprop Commander 840', 'GULFSTREAM AEROSPACE 690 Jetprop Commander 900', 'GULFSTREAM AEROSPACE 690 Jetprop Commander 840']"
NORTHROP B-2 Spirit,NORTHROP,B-2 Spirit,Narrow,Delta wing,Fixed Wing,No tail plane,Jet,Multi,52.40 m,21.00 m,5.20 m,"['NORTHROP GRUMMAN B-2 Spirit', 'NORTHROP B-2 Spirit', 'NORTHROP Spirit', 'NORTHROP GRUMMAN Spirit']"
NORTHROP F-5 Freedom Fighter,NORTHROP,F-5 Freedom Fighter,Narrow,Low wing,Fixed Wing,"Regular tail, low set",Jet,Multi,8.10 m,14.50 m,4.00 m,"['NORTHROP F-5 Tiger 2', 'NORTHROP Tigereye', 'NORTHROP RF-5 Tigereye', 'NORTHROP N-156F Freedom Fighter', 'NORTHROP N-156C Freedom Fighter', 'NORTHROP Tiger 2', 'NORTHROP F-5 Freedom Fighter', 'NORTHROP RF-5 Freedom Fighter', 'NORTHROP Freedom Fighter', 'KOREAN AIR F-5 Chegoong-Ho', 'KOREAN AIR Chegoong-Ho', 'KOREAN AIR Tiger 2', 'KOREAN AIR F-5 Tiger 2', 'F+W EMMEN Tiger 2', 'F+W EMMEN F-5 Tiger 2', 'CANADAIR NF-5', 'CANADAIR CF-116', 'CANADAIR CL-219', 'CANADAIR CF-5', 'CANADAIR CL-226', 'CASA SF-5', 'CASA A-9', 'CASA AR-9', 'CASA SRF-5', 'AIDC F-5 Chung-Cheng', 'AIDC Chung-Cheng']"
NORTHROP AT-38 Talon,NORTHROP,AT-38 Talon,Narrow,Low wing,Fixed Wing,"Regular tail, low set",Jet,Multi,7.70 m,14.10 m,3.90 m,"['NORTHROP N-156T Talon', 'NORTHROP T-38 Talon', 'NORTHROP Talon', 'NORTHROP AT-38 Talon']"
PANAVIA Tornado,PANAVIA,Tornado,Narrow,,Fixed Wing,,Jet,Multi,13.90 m,16.70 m,6.00 m,"['PANAVIA Tornado', 'MBB Tornado', 'BRITISH AEROSPACE Tornado', 'BAC Tornado', 'AERITALIA Tornado']"
PIAGGIO P-180 Avanti,PIAGGIO,P-180 Avanti,Narrow,Mid wing with canard front wing,Fixed Wing,T-tail,Turboprop,Multi,14.00 m,14.40 m,3.90 m,"['PIAGGIO Avanti', 'PIAGGIO P-180 Avanti']"
PIAGGIO P-166B Portofino,PIAGGIO,P-166B Portofino,Narrow,High wing,Fixed Wing,"Regular tail, mid set",Turboshaft,Multi,14.60 m,11.80 m,5.00 m,"['TRECKER 166', 'PIAGGIO P-166S Albatross', 'PIAGGIO Portofino', 'PIAGGIO P-166A', 'PIAGGIO P-166', 'PIAGGIO P-166DL2', 'PIAGGIO Albatross', 'PIAGGIO P-166C', 'PIAGGIO P-166M', 'PIAGGIO P-166B Portofino']"
PIAGGIO P-166DP1,PIAGGIO,P-166DP1,Narrow,High wing,Fixed Wing,"Regular tail, mid set",Turboprop,Multi,14.60 m,11.80 m,5.00 m,"['PIAGGIO P-166DP1', 'PIAGGIO P-166DL3']"
PIAGGIO PD-808,PIAGGIO,PD-808,Narrow,Low wing with wing tip tanks,Fixed Wing,"Regular tail, mid set",Jet,Multi,13.20 m,12.80 m,4.50 m,
PIEL CP-30 Emeraude,PIEL,CP-30 Emeraude,Narrow,,Fixed Wing,,Piston,Single,8.25 m,6.12 m,2.45 m,"['STARK CP-301 Emeraude', 'STARK Emeraude', 'SOCA CP-301 Emeraude', 'SOCA Emeraude', 'SCINTEX CP-301 Emeraude', 'SCINTEX Emeraude', 'SCINTEX CP-315 Emeraude', 'ROUSSEAU Emeraude', 'ROUSSEAU CP-301 Emeraude', 'SCANOR Emeraude', 'SCANOR CP-301 Emeraude', 'ROUCHAUD Emeraude', 'ROUCHAUD CP-301 Emeraude', 'RENARD Emeraude', 'RENARD CP-301 Emeraude', 'PIEL CP-316 Emeraude', 'PIEL CP-319 Emeraude', 'PIEL CP-315 Emeraude', 'PIEL Emeraude', 'PIEL CP-311 Emeraude', 'PIEL CP-30 Emeraude', 'PIEL CP-301 Emeraude', 'PIEL CP-302 Emeraude', 'PIEL CP-304 Emeraude', 'PIEL CP-305 Emeraude', 'PIEL CP-309 Emeraude', 'HAINZ CP-301 Emeraude', 'HAINZ Emeraude', 'GARLAND Linnet', 'FAIRTRAVEL Linnet', 'COOPAVIA-MENAVIA CP-301 Emeraude', 'COOPAVIA-MENAVIA Emeraude', 'BINDER Smaragd', 'BINDER CP-301 Smaragd']"
PIEL CP-70 Beryl,PIEL,CP-70 Beryl,Narrow,,Fixed Wing,,Piston,Single,8.25 m,6.45 m,1.60 m,"['PIEL CP-701 Beryl', 'PIEL CP-750 Beryl', 'PIEL CP-760 Beryl', 'PIEL CP-751 Beryl', 'PIEL CP-70 Beryl', 'PIEL Beryl']"
PIEL CP-80 Zephir,PIEL,CP-80 Zephir,Narrow,,Fixed Wing,,Piston,Single,5.30 m,6.00 m,1.70 m,"['PIEL CP-801 Zephir', 'PIEL CP-802 Zephir', 'PIEL Zephir', 'PIEL CP-80 Zephir']"
PILATUS PC-12 Eagle,PILATUS,PC-12 Eagle,Narrow,Low wing (winglets),Fixed Wing,T-tail,Turboprop,Single,16.20 m,14.40 m,4.30 m,"['PILATUS U-28', 'PILATUS PC-12 Eagle', 'PILATUS Spectre', 'PILATUS Eagle', 'PILATUS PC-12 Spectre', 'PILATUS PC-12']"
PILATUS PC-21,PILATUS,PC-21,Narrow,Low wing,Fixed Wing,"Regular tail, mid set",Turboprop,Single,9.11 m,11.22 m,3.75 m,['PILATUS PC-21']
PILATUS PC-24,PILATUS,PC-24,Narrow,Low wing (anhedral with cone),Fixed Wing,T-tail,Jet,Multi,17.00 m,16.80 m,5.30 m,
PILATUS Chiricahua,PILATUS,Chiricahua,Narrow,High wing,Fixed Wing,"Regular tail, mid set",Turboprop,Single,15.90 m,10.90 m,3.20 m,"['PILATUS UV-20 Chiricahua', 'PILATUS PC-6B Turbo-Porter', 'PILATUS Chiricahua', 'PILATUS PC-6A Turbo-Porter', 'PILATUS PC-6C Turbo-Porter', 'PILATUS Turbo-Porter', 'FAIRCHILD (1) PC-6 Heli-Porter', 'FAIRCHILD (1) Heli-Porter', 'FAIRCHILD HILLER Peacemaker', 'FAIRCHILD HILLER PC-6 Heli-Porter', 'FAIRCHILD HILLER AU-23 Peacemaker', 'FAIRCHILD HILLER Heli-Porter']"
PILATUS PC-7 Astra,PILATUS,PC-7 Astra,Narrow,Low wing,Fixed Wing,"Regular tail, high set",Turboprop,Single,10.40 m,9.80 m,3.20 m,"['PILATUS PC-7 Turbo Trainer', 'PILATUS AT-92 Turbo Trainer', 'PILATUS Turbo Trainer', 'PILATUS Astra', 'PILATUS PC-7 Astra', 'HESA S-68', 'DENEL Astra', 'DENEL PC-7 Astra', 'ATLAS PC-7 Astra', 'ATLAS Astra']"
PILATUS PC-9 Beech,PILATUS,PC-9 Beech,Narrow,Low wing,Fixed Wing,"Regular tail, low set",Turboprop,Single,10.10 m,10.20 m,3.30 m,"['PILATUS Hudournik', 'PILATUS PC-9', 'PILATUS PC-9 Hudournik', 'HAWKER DE HAVILLAND PC-9']"
PIPER Cherokee (PA-28-140/150/160/180),PIPER,Cherokee (PA-28-140/150/160/180),Narrow,Low wing,Fixed Wing,"Regular tail, low set",Piston,Single,10.70 m,7.20 m,2.25 m,"['PIPER Cherokee Challenger', 'PIPER PA-28-151 Cherokee Warrior', 'PIPER Archer 2', 'PIPER Cherokee 140-4', 'PIPER Cherokee (PA-28-140/150/160/180)', 'PIPER Cherokee Archer', 'PIPER Cherokee Archer 2', 'PIPER Cadet', 'PIPER Archer 3', 'PIPER PA-28-160 Cherokee', 'PIPER PA-28-140 Cherokee', 'PIPER Warrior 2', 'PIPER PA-28-140 Cherokee 140-4', 'PIPER Warrior 3', 'PIPER PA-28-140 Cherokee Cruiser', 'PIPER Cherokee Chief', 'PIPER PA-28-140 Cherokee Flite Liner', 'PIPER Cherokee Cruiser', 'PIPER PA-28-150 Cherokee', 'PIPER Cherokee Flite Liner', 'PIPER Cherokee Warrior', 'PIPER Cherokee Warrior 2', 'PIPER PA-28-180 Cherokee', 'PIPER PA-28-180 Cherokee Archer', 'PIPER PA-28-180 Cherokee Challenger', 'PIPER PA-28-180TG Cherokee Chief', 'PIPER PA-28-181 Archer 2', 'PIPER PA-28-181 Archer 3', 'PIPER PA-28-181 Cherokee Archer 2', 'PIPER PA-28-161 Cadet', 'PIPER PA-28-161 Cherokee Warrior 2', 'PIPER PA-28-161 Warrior 2', 'PIPER PA-28-161 Warrior 3', 'NEIVA EMB-712 Carioquinha', 'NEIVA EMB-712 Tupi', 'NEIVA Tupi', 'NEIVA Carioquinha', 'EMBRAER EMB-712 Tupi', 'EMBRAER EMB-712 Carioquinha', 'EMBRAER Tupi', 'EMBRAER Carioquinha', 'CHINCUL PA-A-28-180 Cherokee Challenger', 'CHINCUL PA-A-28-180 Cherokee Archer', 'CHINCUL PA-A-28-140 Cherokee Cruiser', 'CHINCUL PA-A-28-161 Warrior 2', 'CHINCUL Warrior 2', 'CHINCUL Cherokee Archer 2', 'CHINCUL Cherokee Cruiser', 'CHINCUL Cherokee Challenger', 'CHINCUL Cherokee Archer', 'CHINCUL Archer 2', 'CHINCUL PA-A-28-181 Cherokee Archer 2', 'CHINCUL PA-A-28-181 Archer 2', 'AICSA PA-28-181 Archer 2', 'AICSA PA-28-180 Cherokee Archer', 'AICSA PA-28-180 Cherokee', 'AICSA PA-28-161 Cherokee Warrior 2', 'AICSA PA-28-140 Cherokee', 'AICSA Archer 2', 'AICSA PA-28-181 Cherokee Archer 2', 'AICSA PA-28-161 Warrior 2', 'AICSA Warrior 2', 'AICSA PA-28-140 Cherokee Cruiser', 'AICSA Cherokee Warrior 2', 'AICSA Cherokee Cruiser', 'AICSA Cherokee Archer 2', 'AICSA Cherokee Archer', 'AICSA Cherokee (PA-28-140/180)']"
PIPER PA-28-235 Cherokee Charger,PIPER,PA-28-235 Cherokee Charger,Narrow,Low wing,Fixed Wing,"Regular tail, low set",Piston,Single,9.20 m,7.16 m,2.25 m,"['PIPER Dakota', 'PIPER PA-28-235 Cherokee', 'PIPER PA-28-235 Cherokee Pathfinder', 'PIPER PA-28-236 Dakota', 'PIPER PA-28-201T Turbo Dakota', 'PIPER Turbo Dakota', 'PIPER Cherokee Pathfinder', 'PIPER Cherokee Charger', 'PIPER Cherokee (PA-28-235)', 'PIPER PA-28-235 Cherokee Charger', 'NEIVA EMB-710 Carioca', 'NEIVA Carioca', 'INDAER CHILE Dakota', 'INDAER CHILE PA-28-236 Dakota', 'EMBRAER Carioca', 'EMBRAER EMB-710 Carioca', 'CHINCUL Dakota', 'CHINCUL Cherokee Pathfinder', 'CHINCUL Cherokee Charger', 'CHINCUL PA-A-28-236 Dakota', 'CHINCUL PA-A-28-235 Cherokee Charger', 'CHINCUL PA-A-28-235 Cherokee Pathfinder', 'AICSA Dakota', 'AICSA PA-28-235 Cherokee', 'AICSA Turbo Dakota', 'AICSA Cherokee Pathfinder', 'AICSA Cherokee (PA-28-235)', 'AICSA Cherokee Charger', 'AICSA PA-28-236 Dakota', 'AICSA PA-28-235 Cherokee Pathfinder', 'AICSA PA-28-235 Cherokee Charger', 'AICSA PA-28-201T Turbo Dakota']"
PIPER PA-28R-180 Cherokee Arrow,PIPER,PA-28R-180 Cherokee Arrow,Narrow,Low wing,Fixed Wing,"Regular tail, low set",Piston,Single,9.10 m,7.40 m,2.40 m,"['PIPER Cherokee Arrow 3', 'PIPER Arrow 3', 'PIPER Cherokee Arrow', 'PIPER Cherokee Arrow 2', 'PIPER PA-28R-180 Cherokee Arrow', 'PIPER PA-28R-200 Cherokee Arrow', 'PIPER PA-28R-200 Cherokee Arrow 2', 'PIPER PA-28R-201 Arrow 3', 'PIPER PA-28R-201 Cherokee Arrow 3', 'PIPER PA-28R-201T Turbo Arrow 3', 'PIPER PA-28R-201T Turbo Cherokee Arrow 3', 'PIPER Turbo Arrow 3', 'PIPER Turbo Cherokee Arrow 3', 'PIPER PA-28R-201 Arrow', 'PIPER Arrow', 'NEIVA EMB-711B Corisco', 'NEIVA EMB-711C Corisco', 'NEIVA Corisco', 'EMBRAER EMB-711B Corisco', 'EMBRAER EMB-711C Corisco', 'EMBRAER Corisco', 'CHINCUL PA-A-28R-201T Turbo Cherokee Arrow 3', 'CHINCUL PA-A-28R-201T Turbo Arrow 3', 'CHINCUL PA-A-28R-201 Cherokee Arrow 3', 'CHINCUL PA-A-28R-201 Arrow 3', 'CHINCUL PA-A-28R-200 Cherokee Arrow 2', 'CHINCUL Turbo Cherokee Arrow 3', 'CHINCUL Turbo Arrow 3', 'CHINCUL Cherokee Arrow 2', 'CHINCUL Arrow 3', 'CHINCUL Cherokee Arrow 3', 'AICSA Turbo Cherokee Arrow 3', 'AICSA Turbo Arrow 3', 'AICSA Cherokee Arrow', 'AICSA Cherokee Arrow 2', 'AICSA PA-28R-180 Cherokee Arrow', 'AICSA PA-28R-200 Cherokee Arrow 2', 'AICSA PA-28R-201T Turbo Cherokee Arrow 3', 'AICSA PA-28R-201T Turbo Arrow 3']"
PIPER PA-28RT-201T Turbo Arrow 4,PIPER,PA-28RT-201T Turbo Arrow 4,Narrow,Low wing,Fixed Wing,,Turboprop,Single,10.80 m,8.30 m,2.40 m,"['PIPER PA-28RT-201 Arrow 4', 'PIPER Turbo Arrow 4', 'PIPER Arrow 4', 'PIPER PA-28RT-201T Turbo Arrow 4', 'NEIVA Corisco 2', 'NEIVA EMB-711ST Corisco 2 Turbo', 'NEIVA Corisco 2 Turbo', 'NEIVA EMB-711T Corisco 2', 'EMBRAER EMB-711T Corisco 2', 'EMBRAER Corisco 2 Turbo', 'EMBRAER EMB-711ST Corisco 2 Turbo', 'EMBRAER Corisco 2', 'CHINCUL PA-A-28RT-201 Arrow 4', 'CHINCUL Turbo Arrow 4', 'CHINCUL Arrow 4', 'CHINCUL PA-A-28RT-201T Turbo Arrow 4', 'AICSA PA-28RT-201T Turbo Arrow 4', 'AICSA Turbo Arrow 4']"
PIPER PA-32R,PIPER,PA-32R,Narrow,Low wing,Fixed Wing,"Regular tail, low set",Piston,Single,11.00 m,8.60 m,2.60 m,"['PIPER Lance', 'PIPER Turbo Saratoga SP', 'PIPER PA-32R-301T Turbo Saratoga SP', 'PIPER Saratoga 2 HP', 'PIPER Saratoga 2 TC', 'PIPER Saratoga SP', 'PIPER Cherokee Lance', 'PIPER PA-32R-300 Cherokee Lance', 'PIPER PA-32R-300 Lance', 'PIPER PA-32R-301 Saratoga 2 HP', 'PIPER PA-32R-301 Saratoga SP', 'PIPER PA-32R-301T Saratoga 2 TC', 'NEIVA Sertanejo', 'NEIVA EMB-721 Sertanejo', 'EMBRAER EMB-721 Sertanejo', 'EMBRAER Sertanejo', 'CHINCUL Lance', 'CHINCUL PA-A-32R-300 Cherokee Lance', 'CHINCUL PA-A-32R-300 Lance', 'CHINCUL Cherokee Lance', 'AICSA Lance', 'AICSA PA-32R-300 Lance', 'AICSA PA-32R-301T Turbo Saratoga SP', 'AICSA Turbo Saratoga SP']"
